--
-- Fichier généré par SQLiteStudio v3.4.10 sur ven. août 29 12:39:40 2025
--
-- Encodage texte utilisé : System
--
PRAGMA foreign_keys = off;
BEGIN TRANSACTION;

-- Tableau : Finance
DROP TABLE IF EXISTS Finance;
CREATE TABLE IF NOT EXISTS Finance (Key_Finance VARCHAR NOT NULL, Date DATE NOT NULL, SKU TEXT NOT NULL, Taxe_Statut VARCHAR NOT NULL, Onsale_Web BOOLEAN NOT NULL, Price NUMERIC NOT NULL, Purchase_Price NUMERIC NOT NULL, CONSTRAINT Key_Finance PRIMARY KEY (Key_Finance));
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14692', '2022-10-01', '14692', 'taxable', 1, '21,7', '10,65');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15793', '2022-10-01', '15793', 'taxable', 1, '37,7', '19,48');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15612', '2022-10-01', '15612', 'taxable', 1, '25,9', '12,98');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15425', '2022-10-01', '15425', 'taxable', 1, '6,5', '3,29');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14599', '2022-10-01', '14599', 'taxable', 1, '13,6', '7,38');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15033', '2022-10-01', '15033', 'taxable', 1, '14,8', '7,49');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16449', '2022-10-01', '16449', 'taxable', 1, '21,8', '11,26');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15829', '2022-10-01', '15829', 'taxable', 1, '12,8', '6,48');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_13965', '2022-10-01', '13965', 'taxable', 1, '48,8', '26,47');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16306', '2022-10-01', '16306', 'taxable', 1, '10,4', '5,21');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15303', '2022-10-01', '15303', 'taxable', 1, '34,3', '18,25');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_13996', '2022-10-01', '13996', 'taxable', 1, 115, '59,42');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14679', '2022-10-01', '14679', 'taxable', 1, 42, '22,57');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15318', '2022-10-01', '15318', 'taxable', 1, '48,5', '25,31');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_13599', '2022-10-01', '13599', 'taxable', 1, '35,5', '21,12');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15206', '2022-10-01', '15206', 'taxable', 1, '25,3', '13,07');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16153', '2022-10-01', '16153', 'taxable', 1, 41, '22,03');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16067', '2022-10-01', '16067', 'taxable', 1, '48,5', '25,56');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15241', '2022-10-01', '15241', 'taxable', 1, '63,5', '32,48');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16264', '2022-10-01', '16264', 'taxable', 1, '10,9', '5,58');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14915', '2022-10-01', '14915', 'taxable', 1, '124,8', '66,41');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16289', '2022-10-01', '16289', 'taxable', 1, '22,8', '11,9');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15229', '2022-10-01', '15229', 'taxable', 1, '26,5', '14,1');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15713', '2022-10-01', '15713', 'taxable', 1, 45, '23,25');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15654', '2022-10-01', '15654', 'taxable', 1, '10,4', '5,53');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15879', '2022-10-01', '15879', 'taxable', 1, 29, '15,43');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_12586', '2022-10-01', '12586', 'taxable', 1, 59, '34,76');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15710', '2022-10-01', '15710', 'taxable', 1, 78, '41,51');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15204', '2022-10-01', '15204', 'taxable', 1, '35,2', '17,46');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16462', '2022-10-01', '16462', 'taxable', 1, 19, '9,82');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14596', '2022-10-01', '14596', 'taxable', 1, '105,6', '57,29');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15296', '2022-10-01', '15296', 'taxable', 1, '34,3', '17,54');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16042', '2022-10-01', '16042', 'taxable', 1, '31,2', '15,48');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15264', '2022-10-01', '15264', 'taxable', 1, '32,8', '17,79');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16256', '2022-10-01', '16256', 'taxable', 1, '9,4', '5,1');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14095', '2022-10-01', '14095', 'taxable', 1, '35,1', '18,14');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15868', '2022-10-01', '15868', 'taxable', 1, '27,3', '14,53');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16247', '2022-10-01', '16247', 'taxable', 1, '45,9', '22,77');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15530', '2022-10-01', '15530', 'taxable', 1, '24,4', '12,86');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14371', '2022-10-01', '14371', 'taxable', 1, 57, '27,98');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15478', '2022-10-01', '15478', 'taxable', 1, '41,8', '21,38');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_13604', '2022-10-01', '13604', 'taxable', 1, '67,2', '36,46');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_791', '2022-10-01', '791', 'taxable', 1, '76,8', '38,49');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15605', '2022-10-01', '15605', 'taxable', 1, '17,8', '8,92');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15795', '2022-10-01', '15795', 'taxable', 1, '47,2', '24,39');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15566', '2022-10-01', '15566', 'taxable', 1, '14,6', '7,17');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15661', '2022-10-01', '15661', 'taxable', 1, '35,6', '19,31');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_13814', '2022-10-01', '13814', 'taxable', 1, 28, '14,76');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_13516', '2022-10-01', '13516', 'taxable', 1, '40,2', '20,35');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14945', '2022-10-01', '14945', 'taxable', 1, '12,2', '6,37');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14469', '2022-10-01', '14469', 'taxable', 1, '7,2', '3,76');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15237', '2022-10-01', '15237', 'taxable', 1, '16,9', '8,73');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14905', '2022-10-01', '14905', 'taxable', 1, '15,8', '8,33');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15462', '2022-10-01', '15462', 'taxable', 1, '10,7', '5,25');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16031', '2022-10-01', '16031', 'taxable', 1, '9,9', '5,22');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16191', '2022-10-01', '16191', 'taxable', 1, '12,1', '6,13');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16081', '2022-10-01', '16081', 'taxable', 1, '20,8', '10,96');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14729', '2022-10-01', '14729', 'taxable', 1, '34,7', '17,39');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16077', '2022-10-01', '16077', 'taxable', 1, '25,2', '12,89');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15373', '2022-10-01', '15373', 'taxable', 1, '9,3', '4,85');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_11049', '2022-10-01', '11049', 'taxable', 1, 59, '32,01');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16154', '2022-10-01', '16154', 'taxable', 1, 27, '13,25');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14809', '2022-10-01', '14809', 'taxable', 1, '23,6', '12,56');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15201', '2022-10-01', '15201', 'taxable', 1, '39,2', '21,06');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15073', '2022-10-01', '15073', 'taxable', 1, '55,6', '30,16');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15345', '2022-10-01', '15345', 'taxable', 1, '59,9', '32,5');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15756', '2022-10-01', '15756', 'taxable', 1, '21,6', '11,61');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_13531', '2022-10-01', '13531', 'taxable', 1, '7,5', '3,95');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16269', '2022-10-01', '16269', 'taxable', 1, '11,1', '5,62');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_7086', '2022-10-01', '7086', 'taxable', 1, 69, '40,25');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15784', '2022-10-01', '15784', 'taxable', 1, '18,2', '9,4');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15734', '2022-10-01', '15734', 'taxable', 1, '28,5', '14,28');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16130', '2022-10-01', '16130', 'taxable', 1, '49,5', '26,09');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_13895', '2022-10-01', '13895', 'taxable', 1, '12,5', '6,2');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16513', '2022-10-01', '16513', 'taxable', 1, '15,9', '8,46');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16318', '2022-10-01', '16318', 'taxable', 1, '8,7', '4,72');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15677', '2022-10-01', '15677', 'taxable', 1, 19, '10,01');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15185', '2022-10-01', '15185', 'taxable', 1, 175, '90,42');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_13517', '2022-10-01', '13517', 'taxable', 1, '48,8', '25,97');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_7819', '2022-10-01', '7819', 'taxable', 1, 157, '69,08');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_12771', '2022-10-01', '12771', 'taxable', 1, '41,6', '22,14');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15740', '2022-10-01', '15740', 'taxable', 1, '50,5', '25,05');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_4679', '2022-10-01', '4679', 'taxable', 1, 83, '48,9');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15688', '2022-10-01', '15688', 'taxable', 1, '17,2', '9,24');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_13853', '2022-10-01', '13853', 'taxable', 1, '85,6', '51,93');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16209', '2022-10-01', '16209', 'taxable', 1, '5,7', '2,92');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14982', '2022-10-01', '14982', 'taxable', 1, '13,7', '7,29');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_13412', '2022-10-01', '13412', 'taxable', 1, '9,7', '5,21');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15298', '2022-10-01', '15298', 'taxable', 1, '24,2', '12,88');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14149', '2022-10-01', '14149', 'taxable', 1, '28,8', '15,18');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15487', '2022-10-01', '15487', 'taxable', 1, '12,6', '6,71');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15205', '2022-10-01', '15205', 'taxable', 1, '42,2', '22,02');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_13230', '2022-10-01', '13230', 'taxable', 1, '68,1', '32,46');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14220', '2022-10-01', '14220', 'taxable', 1, 137, '67,95');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_13172', '2022-10-01', '13172', 'taxable', 1, 30, '15,19');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14106', '2022-10-01', '14106', 'taxable', 1, '74,8', '40,19');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16094', '2022-10-01', '16094', 'taxable', 1, '29,9', '15,29');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15811', '2022-10-01', '15811', 'taxable', 1, '14,9', '7,39');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15179', '2022-10-01', '15179', 'taxable', 1, '35,6', '17,66');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14774', '2022-10-01', '14774', 'taxable', 1, 93, '40,49');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14944', '2022-10-01', '14944', 'taxable', 1, '14,5', '7,27');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15767', '2022-10-01', '15767', 'taxable', 1, '16,3', 8);
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16152', '2022-10-01', '16152', 'taxable', 1, '50,4', '26,04');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15746', '2022-10-01', '15746', 'taxable', 1, '21,4', '10,61');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14332', '2022-10-01', '14332', 'taxable', 1, '7,8', '4,15');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16192', '2022-10-01', '16192', 'taxable', 1, '27,5', '14,63');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16039', '2022-10-01', '16039', 'taxable', 1, '8,7', '4,36');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16328', '2022-10-01', '16328', 'taxable', 1, '16,2', '8,29');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16564', '2022-10-01', '16564', 'taxable', 1, '9,8', '5,01');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15475', '2022-10-01', '15475', 'taxable', 1, '26,5', '13,14');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15649', '2022-10-01', '15649', 'taxable', 1, '13,2', '6,68');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_2361', '2022-10-01', '2361', 'taxable', 1, 50, '25,58');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14828', '2022-10-01', '14828', 'taxable', 1, '61,6', '31,51');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15945', '2022-10-01', '15945', 'taxable', 1, '63,4', '33,74');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15807', '2022-10-01', '15807', 'taxable', 1, '27,9', '14,7');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16210', '2022-10-01', '16210', 'taxable', 1, '5,7', '2,95');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14506', '2022-10-01', '14506', 'taxable', 1, 78, '42,32');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15075', '2022-10-01', '15075', 'taxable', 1, 12, '5,95');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_13765', '2022-10-01', '13765', 'taxable', 1, 57, '26,13');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16093', '2022-10-01', '16093', 'taxable', 1, '18,5', '9,94');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_12942', '2022-10-01', '12942', 'taxable', 1, '12,9', '6,33');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_12857', '2022-10-01', '12857', 'taxable', 1, '109,6', '53,8');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_12045', '2022-10-01', '12045', 'taxable', 1, 32, '15,71');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16148', '2022-10-01', '16148', 'taxable', 1, '9,9', '4,86');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_12339', '2022-10-01', '12339', 'taxable', 1, '28,1', '14,37');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15095', '2022-10-01', '15095', 'taxable', 1, '12,7', '6,82');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_16567', '2022-10-01', '16567', 'taxable', 1, 28, '14,76');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_15240', '2022-10-01', '15240', 'taxable', 1, '63,5', '32,48');
