SKU;Virtuals;Downloadable;Rating_count;Average_rating;Post_author;Post_date;Post_date_gmt;Product_type;Segment;Post_title;Post_excerpt;Contenance;Post_status;Comment_status;Ping_status;Post_name;Post_modified;Post_modified_gmt;Post_parent;Guid;Post_type;Comment_count
14797;0;0;0;;2;08-06-2021;08-06-2021;Vin;Vin;Gilles Robin Cornas 2016;Le Cornas 2016 du Domaine Gilles Robin dévoile de beaux arômes de fruits noirs et d'épices. Le vin est puissant et riche, et s'ouvrira au fil des années. Un très grand vin de garde.;75cl;publish;closed;closed;gilles-robin-cornas-2016;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14797;product;0
14800;0;0;0;;2;13-02-2022;13-02-2022;Vin;Vin;Emile Boeckel Pinot Noir Terres Rouges 2016;Lieu-dit ‘Rotland’, fait partie du Zotzenberg situé sur la commune de Mittelbergheim, exposition Sud et Est. Elevage sous bois pendant 18 mois.;75cl;publish;closed;closed;emile-boeckel-pinot-noir-terres-rouges-2016;22-08-2022;22-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14800;product;0
14802;0;0;0;;2;15-05-2022;15-05-2022;Vin;Vin;Domaine Des Croix Beaune 1er Cru Les Cent Vignes 2021;Une belle robe pourpre. Le nez est complexe, très précis, sur la myrtille et le cassis. Beau fruit pur. Une bouche juteuse, charnue. Grande suavité. La finale est resserrée par les tanins et de beaux amers. Très belle cuvée, bien structuré.;75cl;publish;closed;closed;domaine-des-croix-beaune-1er-cru-les-cent-vignes-2021;03-01-2022;03-01-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14802;product;0
14805;0;0;0;;2;15-05-2022;15-05-2022;Vin;Vin;Domaine Des Croix Corton Grand Cru Les Grèves 2021;Ce vin exhale de beaux arômes de fruits rouges et notamment de cerises noires, des nuances fumées et épicées, rehaussées par de discrètes notes boisées. La bouche révèle une grande complexité et aux arômes précédents viennent s'ajouter des notes mentholées et florales. Une belle texture, souple et puissante et une grande longueur.;75cl;publish;closed;closed;domaine-des-croix-corton-grand-cru-les-greves-2021;27-06-2022;27-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14805;product;0
14809;0;0;6;3,4;2;13-09-2022;13-09-2022;Vin;Vin;La Rectorie Banyuls Léon Parcé 2022;Le grenat est très soutenu, sérieux, proche du noir. Au nez, le vin s'exprime sur les senteurs douces de la confiture de mûres, dynamisé par la touche plus vive de la griotte. Puissant, ample, généreux et concentré, le palais a de la mâche, étayé par un tanin solide et bien ouvert sur un fruité mûr. Un banyuls bâti pour durer.;50cl;publish;closed;closed;la-rectorie-banyuls-leon-parce-2022;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14809;product;6
14819;0;0;8;3,8;2;31-10-2022;31-10-2022;Vin;Vin;Domaine Chambeyron Vin de Pays des Collines Rhodaniennes Viognier 2022;De belles notes de fruits jaunes, fruits à chair blanche et doté d'une belle fraîcheur. Un viognier typique et dynamique.;75cl;publish;closed;closed;domaine-chambeyron-vdp-viognier-2022;27-04-2021;27-04-2021;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14819;product;8
14827;0;0;0;;2;26-11-2022;26-11-2022;Vin;Vin;Marc Colin Et Fils Chassagne-Montrachet Blanc Les Caillerets 1er Cru 2016;La minéralité crayeuse s'harmonise ucu aux notes de poire fraîche et d'épices. La bouche nous donne une texture incroyable avec un équilibre fantastique.;75cl;publish;closed;closed;marc-colin-et-fils-chassagne-montrachet-blanc-les-caillerets-1er-cru-2016;28-07-2022;28-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14827;product;0
14828;0;0;2;5;2;26-11-2022;26-11-2022;Vin;Vin;Marc Colin Et Fils Chassagne-Montrachet Blanc Les Vide-Bourses 1er Cru 2022;Ce Chassagne Montrachet se révèle être un vin assez expressif, aux notes minérales et d’agrumes. La bouche est généreuse et longue. C’est un vin d’une grande élégance, un digne représentant de l’appellation.;75cl;publish;closed;closed;marc-colin-et-fils-chassagne-montrachet-blanc-les-vide-bourses-1er-cru-2022;27-03-2022;27-03-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14828;product;2
14839;0;0;0;;2;17-07-2022;17-07-2022;Vin;Vin;Château Tour Des Gendres Bergerac Blanc Cuvée Des Conti 2017;Les Sémillons (50% de l'assemblage) sont récoltés très mûrs et partiellement passerillés, apportant ainsi une très belle complexité aromatique à cette cuvée alliant rondeur et vivacité. « Une valeur sûre » selon le Guide RVF des Meilleurs Vins de France 2018.;75cl;publish;closed;closed;chateau-tour-des-gendres-bergerac-blanc-cuvee-des-conti-2017;01-08-2022;01-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14839;product;0
14844;0;0;0;;2;15-01-2021;15-01-2021;Vin;Vin;Albert Boxler Pinot Gris Réserve 2016;Ce Pinot Gris Réserve provient d’un savant assemblage de vieilles vignes plantées sur le terroir granitique, très pierreux, du grand cru Brand (et, en petite proportion de Sommerberg) et d’autres issues des terroirs de Heimbourg, à dominante calcaire et plus riches en argiles. D’un côté une matière dense, généreuse, de l’autre de la finesse et de la vivacité, qui conviennent particulièrement bien à ce millésime solaire. La diversité des expositions, plutôt au Sud pour les vignes issues du Brand, plutôt à l’Ouest pour les autres, contribue également à donner au vin son juste équilibre.;75cl;publish;closed;closed;albert-boxler-pinot-gris-reserve-2016;13-06-2022;13-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14844;product;0
14845;0;0;0;;2;15-01-2021;15-01-2021;Vin;Vin;"""Albert Boxler Pinot Noir """"S"""" 2022""";Un grand Pinot Noir provenant du Grand Cru Sommerberg. Le vin est élevé pendant 18 mois dans des fûts bourguignons. Il en résulte un pinot noir intense d’une grande délicatesse, d’un grand raffinement.;75cl;publish;closed;closed;albert-boxler-pinot-noir-s-2022;25-08-2022;25-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14845;product;0
14855;0;0;2;4,9;2;15-01-2021;15-01-2021;Vin;Vin;Albert Boxler Chasselas 2016;Cépage réputé modeste, mais cela donne entre les mains de Boxler un vin fin et élégant. Nez aromatique sur le tilleul et la pêche. Bouche ronde, gourmande, et d'une grande profondeur.;75cl;publish;closed;closed;albert-boxler-chasselas-2016;26-08-2022;26-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14855;product;2
14856;0;0;2;4,1;2;15-01-2021;15-01-2021;Vin;Vin;Albert Boxler Crémant d'Alsace Brut 2014;Un superbe crémant doté d'une bulle fine et charmeuse. Il délivre des arômes enjôleurs d'agrumes, de fruits jaunes, de poire accompagné d'une bulle rafraîchissante. Un pur régal!;75cl;publish;closed;closed;albert-boxler-cremant-2014;25-08-2022;25-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14856;product;2
14864;0;0;5;3,1;2;27-02-2022;27-02-2022;Vin;Vin;I Fabbri Chianti Classico Lamole 2017;Un nez typique de petits fruits rouges. Une bouche ronde et harmonieuse. Belle structure, mais surtout beaucoup de gourmandise.;75cl;publish;closed;closed;i-fabbri-chianti-classico-lamole-2017;22-08-2022;22-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14864;product;5
14865;0;0;3;3,2;2;27-02-2022;27-02-2022;Vin;Vin;I Fabbri Chianti Classico Riserva 2015;Le Riserva a été élevé 10 mois en barriques françaises puis 6 mois en bouteille avant commercialisation. C'est un vin d'une très grande structure et d'un très bel équilibre. Il évolue sur des arômes de fruits mûrs, les épices mais aussi les fruits secs, comme la châtaigne.;75cl;publish;closed;closed;i-fabbri-chianti-classico-riserva-2015;16-06-2022;16-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14865;product;3
14897;0;0;0;;2;24-04-2022;24-04-2022;Vin;Vin;Gratavinum Priorat GV5 2011;Couleur grenat très foncé, avec des reflets. Un nez expressif de notes de confiture de fruits noirs et de notes minérales, crayon de graphite très intenses. En bouche, il montre beaucoup de tanins présents mais aussi une finesse d’une qualité extraordinaire. Haute concentration dt volume, excellente acidité, la bouche est entièrement marquée par le caractère minéral intense qui conduit à une finale très longue et une grande sensation de fraîcheur.;75cl;publish;closed;closed;gratavinum-priorat-gv5-2011;26-06-2022;26-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14897;product;0
14899;0;0;4;4,2;2;07-05-2021;07-05-2021;Vin;Vin;Christophe Pichon Saint-Joseph Blanc 2021;Le Saint Joseph du Domaine Pichon : un vin blanc jaune clair et brillant constitué de l’encépagement Marsanne à 100%. Au nez, une très belle fraîcheur s’installe sur des notes toastées, le tout accompagné de nuances d’agrumes et de thé. En bouche, place à une bonne structure équilibrée, reflet de son terroir sur des tonalités florales et mielleuse.;75cl;publish;closed;closed;christophe-pichon-saint-joseph-blanc-2021;03-04-2022;03-04-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14899;product;4
14905;0;0;1;3,8;2;13-02-2022;13-02-2022;Vin;Vin;Emile Boeckel Pinot Gris Grand Cru Zotzenberg 2022;Vin moelleux et fruité, arôme de pêche de vigne, belle finesse, long en bouche et capiteux.;75cl;publish;closed;closed;emile-boeckel-pinot-gris-gc-zotzenberg-2022;25-08-2022;25-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14905;product;1
14912;0;0;7;3,5;2;15-01-2021;15-01-2021;Vin;Vin;Domaine Weinbach Pinot Blanc 2021;Cette cuvée Pinot Blanc trouve ses origines au Clos des Capucins et vignobles adjacents, sur un terroir de graves. Un raisin cueillit à maturité optimale donne un vin au nez délicat, sur des notes de fruits frais. La bouche révèle une belle ampleur, une grande pureté aromatique et une belle droiture. Un vin friand à découvrir sans attendre !;75cl;publish;closed;closed;domaine-weinbach-pinot-blanc-2021;20-08-2022;20-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14912;product;7
14915;0;0;2;3,2;2;15-01-2021;15-01-2021;Vin;Vin;Domaine Weinbach Gewurztraminer Grand Cru Furstentum SGN 2010 1/2;Né sur un sol marno-gréseux, ce Furstentum est une corbeille de litchi fraîchement cueillis qui s'expriment au nez avec une sensation minérale évidente. Un vin plein, d'une grande complexité, accompagné d'une grande douceur et d'une chair délicate mais avec une belle tension.;37,5cl;publish;closed;closed;domaine-weinbach-gewurztraminer-gc-furstentum-sgn-2010;23-01-2021;23-01-2021;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14915;product;2
14923;0;0;3;5;2;28-06-2019;28-06-2019;Champagne;Spiritueux;Champagne Gosset Célébris Vintage 2007;Une robe somptueuse a la teinte jaune pâle etincelante avec des reflets emeraude. La bulle est fine s’organisant en un cordon fin et persistant. La maturite des arômes se traduit par des notes olfactives de frangipane, de tarte Tatin, de miel ou de caramel au beurre sale, rafraîchies par des fragrances de poire, d’ananas ou bien encore d’agrumes a chair jaune tels que le Combava, le Cedrat ou la Limette ... La bouche, franche et droite d’une tension sans faille s’allonge par des notes salines, voire iodees prenant le relais d’une complexite d’arômes dans lesquels on peut reconnaître la poire Passe-Crassane, le pamplemousse jaune ou encore le citron Yuzu. La purete et les arômes de fraîcheur de ce vin en font un compagnon subtil des aujourd’hui pour lequel la patience apres degorgement revelera toute sa complexite et sa gourmandise.;75cl;publish;closed;closed;champagne-gosset-celebris-vintage-2007;27-08-2023;27-08-2023;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14923;product;3
14930;0;0;8;3,3;2;07-06-2022;07-06-2022;Vin;Vin;Château Lafont Menaut Pessac-Leognan Blanc 2017;Un nez d'une belle aromatique sur les agrumes et les fleurs blanches. Il est vif, d'une grande fraîcheur équilibré et long en bouche;75cl;publish;closed;closed;chateau-lafont-menaut-pessac-leognan-blanc-2017;25-08-2022;25-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14930;product;8
14941;0;0;9;3,5;2;13-02-2022;13-02-2022;Vin;Vin;Elian Daros Côtes du Marmandais Coucou Blanc 2016;Blanc atypique pour la région, certainement un héritage du passage d'Elian en Alsace. Nez floral, bouche ample et fraîche avec une attaque acidulée puis arômes d’agrumes, fruits exotiques, mirabelle.;75cl;publish;closed;closed;elian-daros-cotes-du-marmandais-coucou-blanc-2016;15-07-2022;15-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14941;product;9
14944;0;0;7;4,7;2;13-02-2022;13-02-2022;Vin;Vin;Elian Daros Côtes du Marmandais Le Vignoble d'Elian 2022;Le nez est charmeur sur des notes de fruits noirs bien murs et de réglisse.La bouche est longue sur des notes fruitées et épicées .;75cl;publish;closed;closed;elian-daros-cotes-du-marmandais-vignoble-elian-2022;08-08-2022;08-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14944;product;7
14945;0;0;7;4;2;27-02-2022;27-02-2022;Vin;Vin;Chermette Domaine du Vissoux Beaujolais Blanc Collonge 2017;Encore méconnu, le Beaujolais blanc peut étonner et épater vos amis. Ce Chardonnay est une rareté à découvrir. Tout en rondeur, riche et gras, il enveloppe délicatement les papilles. Il dégage une certaine complexité aromatique due aux 3 types de terroirs dont il est issu.;75cl;publish;closed;closed;chermette-vissoux-beaujolais-blanc-collonge-2017;17-06-2022;17-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14945;product;7
14950;0;0;5;3,3;2;18-04-2022;18-04-2022;Vin;Vin;François Baur Pinot Noir Schlittweg 2021;Un éclat de fruits, de la souplesse, de la rondeur et des tanin très fondus. Un Pinot Noir concentré sur les petits fruits rouges avec des tanins très fondus.;75cl;publish;closed;closed;francois-baur-pinot-noir-schlittweg-2021;06-05-2022;06-05-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14950;product;5
14955;0;0;0;;2;19-03-2021;19-03-2021;Vin;Vin;Château Le Puy Bordeaux Côtes-de-Francs Emilien 2016;Robe intense et limpide, sur des notes de fruits noirs à dominante de cassis, cerise noire, myrtille. La bouche est généreuse et charnue, veloutée et complexe, offrant une grande buvabilité et générosité.;75cl;publish;closed;closed;le-puy-cotes-de-francs-emilien-2016;06-06-2022;06-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14955;product;0
14975;0;0;1;3,2;2;12-02-2022;12-02-2022;Vin;Vin;Pierre Gaillard Condrieu 2018;Un joli nez de fruits exotiques comme le litchi, de pêche blanche et de violette. La bouche est ronde, équilibrée et promet des saveurs exotiques aussi élégantes qu’au nez.;75cl;publish;closed;closed;pierre-gaillard-condrieu-2018;14-08-2022;14-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14975;product;1
14977;0;0;3;4,7;2;12-02-2022;12-02-2022;Vin;Vin;Pierre Gaillard Côtes-du-Rhône Blanc Les Gendrines 2018;Vin frais, floral et fruité, minéral, ample et rond en bouche. Un très joli viognier.;75cl;publish;closed;closed;pierre-gaillard-gendrines-2018;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14977;product;3
14980;0;0;2;4,8;2;12-02-2022;12-02-2022;Vin;Vin;Pierre Gaillard Côte Rôtie Esprit de Blonde 2017;Complexité, finesse et subtilité sont au rendez-vous. Concentration et longueur également! Une cuvée à garder quelques années.;75cl;publish;closed;closed;pierre-gaillard-cote-rotie-esprit-blond-2017;24-08-2022;24-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14980;product;2
14981;0;0;9;4,3;2;11-05-2022;11-05-2022;Vin;Vin;Saumaize-Michelin Mâcon Vergisson Sur La Roche 2021;Les vignes d'altitude situées sur un terroir caillouteux donnent un vin d'une grande tension avec un caractère minéral affirmé.;75cl;publish;closed;closed;saumaize-michelin-macon-vergisson-sur-la-roche-2021;04-08-2022;04-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14981;product;9
14982;0;0;2;4,1;2;31-01-2021;31-01-2021;Vin;Vin;François Baur Gewurztraminer Herrenweg de Turckheim 2022;"""<p class=""""nez"""">C'est un vin plein de noblesse qui présente beaucoup d'étoffe, une admirable rondeur allant jusqu'à une opulence légèrement moelleuse, mais soutenu par une belle fraîcheur.</p>""";75cl;publish;closed;closed;francois-baur-gewurztraminer-herrenweg-de-turckheim-2022;29-07-2022;29-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14982;product;2
14983;0;0;3;3,5;2;28-03-2019;28-03-2019;Champagne;Spiritueux;Coteaux Champenois Egly-Ouriet Ambonnay Rouge 2022;Cet Ambonnay évoque les grands Pinots Noirs de la Côte de Nuits. Francis Egly démontre ici que la Champagne peut rivaliser sur les plus grands rouges. Ce grand Pinot Noir s'exprime avec pureté et raffinement. Il déploie une sève gourmande et pure de petits fruits rouges, tout en dentelle, avec une persistance de grande classe.;75cl;publish;closed;closed;coteaux-champenois-egly-ouriet-ambonnay-rouge-2022;01-04-2023;01-04-2023;0;https://www.bottle-neck.fr/?post_type=product&#038:p=14983;product;3
