Key_Sales;Sales;Orders;Stock
2023-2_16152;4;;15
2023-3_16152;4;24;35
2023-4_16152;5;;30
2023-5_16152;5;;25
2023-6_16152;8;42;59
2023-7_16152;9;;50
2023-8_16152;6;;44
2023-9_16152;10;;34
2023-10_16152;8;;26
2022-10_15661;9;;7
2022-11_15661;16;78;69
2022-12_15661;19;;50
2023-1_15661;4;;46
2023-2_15661;4;;42
2023-3_15661;5;36;73
2023-4_15661;6;;67
2023-5_15661;9;;58
2023-6_15661;10;60;108
2023-7_15661;11;;97
2023-8_15661;10;;87
2023-9_15661;13;;74
2023-10_15661;10;;64
2022-10_15148;9;;0
2022-11_15148;17;72;55
2022-12_15148;20;;35
2023-1_15148;5;;30
2023-2_15148;5;;25
2023-3_15148;5;36;56
2023-4_15148;8;;48
2023-5_15148;10;;38
2023-6_15148;11;66;93
2023-7_15148;12;;81
2023-8_15148;11;;70
2023-9_15148;16;;54
2023-10_15148;12;;42
2022-10_15149;9;;3
2022-11_15149;14;90;79
2022-12_15149;23;;56
2023-1_15149;3;;53
2023-2_15149;4;;49
2023-3_15149;2;30;77
2023-4_15149;8;;69
2023-5_15149;9;;60
2023-6_15149;9;48;99
2023-7_15149;7;;92
2023-8_15149;10;;82
2023-9_15149;7;;75
2023-10_15149;4;;71
2022-10_16276;7;;17
2022-11_16276;13;60;64
2022-12_16276;16;;48
2023-1_16276;4;;44
2023-2_16276;3;;41
2023-3_16276;4;24;61
2023-4_16276;5;;56
2023-5_16276;8;;48
2023-6_16276;9;48;87
2023-7_16276;10;;77
2023-8_16276;8;;69
2023-9_16276;12;;57
2023-10_16276;9;;48
2022-10_16277;10;;28
2022-11_16277;20;114;122
2022-12_16277;25;;97
2023-1_16277;7;;90
2023-2_16277;5;;85
2023-3_16277;7;48;126
2023-4_16277;9;;117
2023-5_16277;11;;106
2023-6_16277;15;78;169
2023-7_16277;15;;154
2023-8_16277;12;;142
2023-9_16277;18;;124
2023-10_16277;13;;111
2022-10_15928;5;;1
2022-11_15928;7;30;24
2022-12_15928;9;;15
2023-1_15928;1;;14
2023-2_15928;1;;13
2023-3_15928;2;24;35
2023-4_15928;7;;28
2023-5_15928;5;;23
2023-6_15928;8;36;51
2023-7_15928;7;;44
2023-8_15928;11;;33
2023-9_15928;16;;17
2023-10_15928;9;;8
2022-10_13914;6;87;81
2022-11_13914;19;0;62
2022-12_13914;37;0;25
2023-1_13914;4;19;40
2023-2_13914;4;0;36
2023-3_13914;4;0;32
2023-4_13914;4;13;41
2023-5_13914;3;0;38
2023-6_13914;3;0;35
2023-7_13914;6;0;29
2023-8_13914;6;0;23
2023-9_13914;6;0;17
2023-10_13914;7;104;114
2022-10_11996;6;85;79
2022-11_11996;19;0;60
2022-12_11996;36;0;24
2023-1_11996;3;21;42
2023-2_11996;5;0;37
2023-3_11996;5;0;32
2023-4_11996;4;13;41
2023-5_11996;3;0;38
2023-6_11996;3;0;35
2023-7_11996;6;0;29
2023-8_11996;6;0;23
2023-9_11996;5;0;18
2023-10_11996;6;102;114
2022-10_13913;11;130;119
2022-11_13913;27;0;92
2022-12_13913;55;0;37
2023-1_13913;5;32;64
2023-2_13913;7;0;57
2023-3_13913;8;0;49
2023-4_13913;6;21;64
2023-5_13913;6;0;58
2023-6_13913;4;0;54
2023-7_13913;8;0;46
2023-8_13913;9;0;37
2023-9_13913;9;0;28
2023-10_13913;9;156;175
2022-10_11997;6;84;78
2022-11_11997;18;0;60
2022-12_11997;36;0;24
2023-1_11997;4;22;42
2023-2_11997;5;0;37
2023-3_11997;5;0;32
2023-4_11997;4;14;42
2023-5_11997;4;0;38
2023-6_11997;3;0;35
2023-7_11997;5;0;30
2023-8_11997;6;0;24
2023-9_11997;6;0;18
2023-10_11997;6;101;113
2022-10_12589;10;125;115
2022-11_12589;18;0;97
2022-12_12589;61;0;36
2023-1_12589;4;16;48
2023-2_12589;5;0;43
2023-3_12589;1;0;42
2023-4_12589;7;20;55
2023-5_12589;3;0;52
2023-6_12589;5;0;47
2023-7_12589;7;0;40
2023-8_12589;10;0;30
2023-9_12589;1;0;29
2023-10_12589;11;150;168
2022-10_12587;15;202;187
2022-11_12587;43;0;144
2022-12_12587;86;0;58
2023-1_12587;8;46;96
2023-2_12587;10;0;86
2023-3_12587;11;0;75
2023-4_12587;10;35;100
2023-5_12587;9;0;91
2023-6_12587;8;0;83
2023-7_12587;13;0;70
2023-8_12587;15;0;55
2023-9_12587;12;0;43
2023-10_12587;15;242;270
2022-10_12586;5;71;66
2022-11_12586;15;0;51
2022-12_12586;31;0;20
2023-1_12586;3;18;35
2023-2_12586;4;0;31
2023-3_12586;4;0;27
2023-4_12586;3;10;34
2023-5_12586;3;0;31
2023-6_12586;2;0;29
2023-7_12586;5;0;24
2023-8_12586;5;0;19
2023-9_12586;5;0;14
2023-10_12586;5;85;94
2022-10_12588;7;99;92
2022-11_12588;21;0;71
2022-12_12588;43;0;28
2023-1_12588;5;24;47
2023-2_12588;4;0;43
2023-3_12588;6;0;37
2023-4_12588;4;16;49
2023-5_12588;5;0;44
2023-6_12588;3;0;41
2023-7_12588;7;0;34
2023-8_12588;6;0;28
2023-9_12588;7;0;21
2023-10_12588;7;119;133
2022-10_15940;12;157;145
2022-11_15940;33;0;112
2022-12_15940;67;0;45
2023-1_15940;6;37;76
2023-2_15940;8;0;68
2023-3_15940;9;0;59
2023-4_15940;8;27;78
2023-5_15940;7;0;71
2023-6_15940;6;0;65
2023-7_15940;10;0;55
2023-8_15940;11;0;44
2023-9_15940;10;0;34
2023-10_15940;12;188;210
2022-10_12585;3;43;40
2022-11_12585;9;0;31
2022-12_12585;19;0;12
2023-1_12585;2;11;21
2023-2_12585;2;0;19
2023-3_12585;3;0;16
2023-4_12585;2;8;22
2023-5_12585;2;0;20
2023-6_12585;2;0;18
2023-7_12585;3;0;15
2023-8_12585;3;0;12
2023-9_12585;3;0;9
2023-10_12585;3;52;58
2022-10_14923;5;70;65
2022-11_14923;15;0;50
2022-12_14923;30;0;20
2023-1_14923;3;16;33
2023-2_14923;3;0;30
2023-3_14923;4;0;26
2023-4_14923;3;10;33
2023-5_14923;3;0;30
2023-6_14923;2;0;28
2023-7_14923;4;0;24
2023-8_14923;5;0;19
2023-9_14923;5;0;14
2023-10_14923;6;84;92
2022-10_7818;8;102;94
2022-11_7818;22;0;72
2022-12_7818;43;0;29
2023-1_7818;4;22;47
2023-2_7818;5;0;42
2023-3_7818;5;0;37
2023-4_7818;4;16;49
2023-5_7818;4;0;45
2023-6_7818;4;0;41
2023-7_7818;6;0;35
2023-8_7818;8;0;27
2023-9_7818;7;0;20
2023-10_7818;8;122;134
2022-10_11641;5;57;52
2022-11_11641;12;0;40
2022-12_11641;24;0;16
2023-1_11641;2;13;27
2023-2_11641;3;0;24
2023-3_11641;3;0;21
2023-4_11641;2;9;28
2023-5_11641;3;0;25
2023-6_11641;2;0;23
2023-7_11641;3;0;20
2023-8_11641;4;0;16
2023-9_11641;4;0;12
2023-10_11641;5;68;75
2022-10_1662;4;57;53
2022-11_1662;13;0;40
2022-12_1662;24;0;16
2023-1_1662;3;13;26
2023-2_1662;2;0;24
2023-3_1662;3;0;21
2023-4_1662;3;9;27
2023-5_1662;2;0;25
2023-6_1662;2;0;23
2023-7_1662;4;0;19
2023-8_1662;4;0;15
2023-9_1662;4;0;11
2023-10_1662;5;68;74
2022-10_304;8;112;104
2022-11_304;24;0;80
2022-12_304;48;0;32
2023-1_304;5;29;56
2023-2_304;6;0;50
2023-3_304;7;0;43
2023-4_304;5;18;56
2023-5_304;5;0;51
2023-6_304;4;0;47
2023-7_304;7;0;40
2023-8_304;8;0;32
2023-9_304;7;0;25
2023-10_304;9;134;150
2022-10_13853;8;101;93
2022-11_13853;21;0;72
2022-12_13853;43;0;29
2023-1_13853;4;22;47
2023-2_13853;5;0;42
2023-3_13853;5;0;37
2023-4_13853;5;16;48
2023-5_13853;4;0;44
2023-6_13853;3;0;41
2023-7_13853;7;0;34
2023-8_13853;7;0;27
2023-9_13853;7;0;20
2023-10_13853;7;121;134
2022-10_13854;8;113;105
2022-11_13854;25;0;80
2022-12_13854;48;0;32
2023-1_13854;5;27;54
2023-2_13854;6;0;48
2023-3_13854;6;0;42
2023-4_13854;6;18;54
2023-5_13854;4;0;50
2023-6_13854;4;0;46
2023-7_13854;8;0;38
2023-8_13854;9;0;29
2023-9_13854;7;0;22
2023-10_13854;8;136;150
2022-10_9562;5;71;66
2022-11_9562;15;0;51
2022-12_9562;31;0;20
2023-1_9562;3;18;35
2023-2_9562;4;0;31
2023-3_9562;4;0;27
2023-4_9562;4;13;36
2023-5_9562;3;0;33
2023-6_9562;3;0;30
2023-7_9562;5;0;25
2023-8_9562;5;0;20
2023-9_9562;4;0;16
2023-10_9562;6;85;95
2022-10_11225;7;61;54
2022-11_11225;18;0;36
2022-12_11225;36;0;0
2023-1_11225;3;18;15
2023-2_11225;4;0;11
2023-3_11225;4;0;7
2023-4_11225;4;13;16
2023-5_11225;3;0;13
2023-6_11225;3;0;10
2023-7_11225;6;0;4
2023-8_11225;4;0;0
2023-9_11225;0;0;0
2023-10_11225;6;73;59
2022-10_13599;7;63;56
2022-11_13599;19;0;37
2022-12_13599;37;0;0
2023-1_13599;4;21;17
2023-2_13599;4;0;13
2023-3_13599;5;0;8
2023-4_13599;4;13;17
2023-5_13599;3;0;14
2023-6_13599;3;0;11
2023-7_13599;5;0;6
2023-8_13599;6;0;0
2023-9_13599;0;0;0
2023-10_13599;7;76;64
2022-10_1360;6;85;79
2022-11_1360;19;0;60
2022-12_1360;36;0;24
2023-1_1360;4;21;41
2023-2_1360;4;0;37
2023-3_1360;5;0;32
2023-4_1360;5;16;43
2023-5_1360;4;0;39
2023-6_1360;3;0;36
2023-7_1360;5;0;31
2023-8_1360;7;0;24
2023-9_1360;5;0;19
2023-10_1360;7;102;114
2022-10_1364;4;43;39
2022-11_1364;9;0;30
2022-12_1364;18;0;12
2023-1_1364;2;10;20
2023-2_1364;2;0;18
2023-3_1364;2;0;16
2023-4_1364;2;8;22
2023-5_1364;2;0;20
2023-6_1364;2;0;18
2023-7_1364;3;0;15
2023-8_1364;3;0;12
2023-9_1364;3;0;9
2023-10_1364;3;52;58
2022-10_15648;8;81;73
2022-11_15648;24;0;49
2022-12_15648;49;0;0
2023-1_15648;6;29;23
2023-2_15648;5;0;18
2023-3_15648;7;0;11
2023-4_15648;5;17;23
2023-5_15648;4;0;19
2023-6_15648;4;0;15
2023-7_15648;7;0;8
2023-8_15648;8;0;0
2023-9_15648;0;0;0
2023-10_15648;9;97;81
2022-10_1366;7;88;81
2022-11_1366;19;0;62
2022-12_1366;37;0;25
2023-1_1366;4;21;42
2023-2_1366;4;0;38
2023-3_1366;5;0;33
2023-4_1366;4;14;43
2023-5_1366;4;0;39
2023-6_1366;3;0;36
2023-7_1366;5;0;31
2023-8_1366;7;0;24
2023-9_1366;5;0;19
2023-10_1366;7;106;118
2022-10_7086;6;74;68
2022-11_7086;16;0;52
2022-12_7086;31;0;21
2023-1_7086;3;16;34
2023-2_7086;3;0;31
2023-3_7086;4;0;27
2023-4_7086;3;12;36
2023-5_7086;3;0;33
2023-6_7086;3;0;30
2023-7_7086;4;0;26
2023-8_7086;5;0;21
2023-9_7086;5;0;16
2023-10_7086;5;89;100
2022-10_4679;6;56;50
2022-11_4679;22;0;28
2022-12_4679;12;0;16
2023-1_4679;1;14;29
2023-2_4679;5;0;24
2023-3_4679;3;0;21
2023-4_4679;5;13;29
2023-5_4679;1;0;28
2023-6_4679;4;0;24
2023-7_4679;5;0;19
2023-8_4679;6;0;13
2023-9_4679;4;0;9
2023-10_4679;6;67;70
2022-10_531;10;85;75
2022-11_531;25;0;50
2022-12_531;50;0;0
2023-1_531;4;27;23
2023-2_531;6;0;17
2023-3_531;7;0;10
2023-4_531;6;20;24
2023-5_531;5;0;19
2023-6_531;4;0;15
2023-7_531;8;0;7
2023-8_531;7;0;0
2023-9_531;0;0;0
2023-10_531;8;102;87
2023-5_30042;5;7;2
2023-6_30042;7;12;7
2023-7_30042;8;11;10
2023-8_30042;9;12;13
2023-9_30042;5;;8
2023-10_30042;5;8;11
2022-10_14461;3;;0
2022-11_14461;6;24;18
2022-12_14461;7;;11
2023-1_14461;2;;9
2023-2_14461;1;;8
2023-3_14461;2;12;18
2023-4_14461;2;;16
2023-5_14461;3;;13
2023-6_14461;4;18;27
2023-7_14461;4;;23
2023-8_14461;4;;19
2023-9_14461;5;;14
2023-10_14461;4;;10
2022-10_14756;9;;10
2022-11_14756;17;84;77
2022-12_14756;21;;56
2023-1_14756;6;;50
2023-2_14756;5;;45
2023-3_14756;5;36;76
2023-4_14756;6;;70
2023-5_14756;9;;61
2023-6_14756;11;60;110
2023-7_14756;12;;98
2023-8_14756;11;;87
2023-9_14756;15;;72
2023-10_14756;13;;59
2022-10_15471;4;;8
2022-11_15471;7;42;43
2022-12_15471;9;;34
2023-1_15471;2;;32
2023-2_15471;2;;30
2023-3_15471;2;12;40
2023-4_15471;3;;37
2023-5_15471;4;;33
2023-6_15471;5;24;52
2023-7_15471;6;;46
2023-8_15471;5;;41
2023-9_15471;7;;34
2023-10_15471;5;;29
2022-10_15690;13;;24
2022-11_15690;22;126;128
2022-12_15690;27;;101
2023-1_15690;8;;93
2023-2_15690;7;;86
2023-3_15690;7;60;139
2023-4_15690;10;;129
2023-5_15690;12;;117
2023-6_15690;15;78;180
2023-7_15690;16;;164
2023-8_15690;13;;151
2023-9_15690;21;;130
2023-10_15690;16;;114
2022-10_16154;8;;10
2022-11_16154;15;72;67
2022-12_16154;18;;49
2023-1_16154;6;;43
2023-2_16154;4;;39
2023-3_16154;6;30;63
2023-4_16154;7;;56
2023-5_16154;7;;49
2023-6_16154;10;60;99
2023-7_16154;12;;87
2023-8_16154;9;;78
2023-9_16154;13;;65
2023-10_16154;11;;54
2022-10_16153;4;;1
2022-11_16153;8;30;23
2022-12_16153;9;;14
2023-1_16153;2;;12
2023-2_16153;2;;10
2023-3_16153;3;18;25
2023-4_16153;3;;22
2023-5_16153;4;;18
2023-6_16153;5;24;37
2023-7_16153;5;;32
2023-8_16153;5;;27
2023-9_16153;7;;20
2023-10_16153;5;;15
2022-10_16330;13;;17
2022-11_16330;24;120;113
2022-12_16330;27;;86
2023-1_16330;7;;79
2023-2_16330;8;;71
2023-3_16330;8;60;123
2023-4_16330;11;;112
2023-5_16330;12;;100
2023-6_16330;14;84;170
2023-7_16330;18;;152
2023-8_16330;13;;139
2023-9_16330;19;;120
2023-10_16330;15;;105
2022-10_13291;6;;10
2022-11_13291;12;54;52
2022-12_13291;14;;38
2023-1_13291;3;;35
2023-2_13291;4;;31
2023-3_13291;4;24;51
2023-4_13291;4;;47
2023-5_13291;6;;41
2023-6_13291;7;42;76
2023-7_13291;8;;68
2023-8_13291;7;;61
2023-9_13291;10;;51
2023-10_13291;7;;44
2022-10_15441;15;;14
2022-11_15441;25;66;55
2022-12_15441;32;;23
2023-1_15441;8;;15
2023-2_15441;8;30;37
2023-3_15441;9;;28
2023-4_15441;12;;16
2023-5_15441;13;60;63
2023-6_15441;18;;45
2023-7_15441;20;;25
2023-8_15441;16;66;75
2023-9_15441;23;;52
2023-10_15441;19;;33
2022-10_16529;13;;21
2022-11_16529;25;96;92
2022-12_16529;31;;61
2023-1_16529;9;;52
2023-2_16529;7;30;75
2023-3_16529;9;;66
2023-4_16529;10;;56
2023-5_16529;12;54;98
2023-6_16529;18;;80
2023-7_16529;19;;61
2023-8_16529;15;54;100
2023-9_16529;22;;78
2023-10_16529;16;;62
2022-10_15605;11;;21
2022-11_15605;20;48;49
2022-12_15605;24;;25
2023-1_15605;5;;20
2023-2_15605;5;18;33
2023-3_15605;6;;27
2023-4_15605;8;;19
2023-5_15605;9;42;52
2023-6_15605;13;;39
2023-7_15605;15;;24
2023-8_15605;11;42;55
2023-9_15605;17;;38
2023-10_15605;14;;24
2022-10_16264;12;;17
2022-11_16264;21;96;92
2022-12_16264;26;;66
2023-1_16264;7;;59
2023-2_16264;6;18;71
2023-3_16264;6;;65
2023-4_16264;10;;55
2023-5_16264;12;48;91
2023-6_16264;13;;78
2023-7_16264;16;;62
2023-8_16264;13;48;97
2023-9_16264;18;;79
2023-10_16264;14;;65
2022-10_16256;14;;18
2022-11_16256;24;66;60
2022-12_16256;31;;29
2023-1_16256;8;;21
2023-2_16256;7;30;44
2023-3_16256;8;;36
2023-4_16256;10;;26
2023-5_16256;12;54;68
2023-6_16256;18;;50
2023-7_16256;17;;33
2023-8_16256;15;60;78
2023-9_16256;21;;57
2023-10_16256;17;;40
2022-10_16263;13;;17
2022-11_16263;22;60;55
2022-12_16263;26;;29
2023-1_16263;6;;23
2023-2_16263;8;30;45
2023-3_16263;8;;37
2023-4_16263;10;;27
2023-5_16263;13;48;62
2023-6_16263;16;;46
2023-7_16263;17;;29
2023-8_16263;13;54;70
2023-9_16263;19;;51
2023-10_16263;16;;35
2022-10_13032;7;;5
2022-11_13032;10;18;13
2022-12_13032;2;;11
2023-1_13032;5;;6
2023-2_13032;4;18;20
2023-3_13032;7;;13
2023-4_13032;6;;7
2023-5_13032;3;24;28
2023-6_13032;9;;19
2023-7_13032;3;;16
2023-8_13032;4;24;36
2023-9_13032;5;;31
2023-10_13032;8;;23
2022-10_16265;15;;36
2022-11_16265;29;120;127
2022-12_16265;38;;89
2023-1_16265;8;;81
2023-2_16265;9;30;102
2023-3_16265;11;;91
2023-4_16265;14;;77
2023-5_16265;16;66;127
2023-6_16265;21;;106
2023-7_16265;21;;85
2023-8_16265;18;72;139
2023-9_16265;26;;113
2023-10_16265;20;;93
2022-10_14302;12;;30
2022-11_14302;22;90;98
2022-12_14302;27;;71
2023-1_14302;8;;63
2023-2_14302;7;24;80
2023-3_14302;8;;72
2023-4_14302;10;;62
2023-5_14302;12;48;98
2023-6_14302;16;;82
2023-7_14302;16;;66
2023-8_14302;13;48;101
2023-9_14302;20;;81
2023-10_14302;16;;65
2022-10_16146;8;60;71
2022-11_16146;15;;56
2022-12_16146;19;;37
2023-1_16146;5;30;62
2023-2_16146;4;;58
2023-3_16146;4;;54
2023-4_16146;6;18;66
2023-5_16146;8;;58
2023-6_16146;10;;48
2023-7_16146;11;24;61
2023-8_16146;9;;52
2023-9_16146;14;;38
2023-10_16146;11;66;93
2022-10_14192;11;72;85
2022-11_14192;20;;65
2022-12_14192;25;;40
2023-1_14192;6;30;64
2023-2_14192;6;;58
2023-3_14192;8;;50
2023-4_14192;9;18;59
2023-5_14192;10;;49
2023-6_14192;14;;35
2023-7_14192;14;42;63
2023-8_14192;13;;50
2023-9_14192;19;;31
2023-10_14192;15;66;82
2022-10_16148;38;120;203
2022-11_16148;66;;137
2022-12_16148;84;;53
2023-1_16148;25;126;154
2023-2_16148;17;;137
2023-3_16148;22;;115
2023-4_16148;26;66;155
2023-5_16148;33;;122
2023-6_16148;46;;76
2023-7_16148;49;144;171
2023-8_16148;39;;132
2023-9_16148;62;;70
2023-10_16148;45;108;133
2022-10_16147;10;66;87
2022-11_16147;18;;69
2022-12_16147;24;;45
2023-1_16147;6;30;69
2023-2_16147;6;;63
2023-3_16147;6;;57
2023-4_16147;8;18;67
2023-5_16147;10;;57
2023-6_16147;13;;44
2023-7_16147;15;36;65
2023-8_16147;11;;54
2023-9_16147;17;;37
2023-10_16147;13;60;84
2022-10_13604;9;54;57
2022-11_13604;14;;43
2022-12_13604;19;;24
2023-1_13604;4;30;50
2023-2_13604;5;;45
2023-3_13604;4;;41
2023-4_13604;6;18;53
2023-5_13604;8;;45
2023-6_13604;11;;34
2023-7_13604;11;24;47
2023-8_13604;10;;37
2023-9_13604;13;;24
2023-10_13604;10;48;62
2022-10_12857;1;12;29
2022-11_12857;2;;27
2022-12_12857;2;;25
2023-1_12857;1;6;30
2023-2_12857;0;;30
2023-3_12857;1;;29
2023-4_12857;1;6;34
2023-5_12857;1;;33
2023-6_12857;1;;32
2023-7_12857;1;6;37
2023-8_12857;1;;36
2023-9_12857;2;;34
2023-10_12857;1;12;45
2022-10_13073;6;;5
2022-11_13073;11;48;42
2022-12_13073;13;;29
2023-1_13073;4;;25
2023-2_13073;3;;22
2023-3_13073;4;24;42
2023-4_13073;5;;37
2023-5_13073;6;;31
2023-6_13073;8;42;65
2023-7_13073;8;;57
2023-8_13073;7;;50
2023-9_13073;10;;40
2023-10_13073;8;;32
2022-10_12045;5;;3
2022-11_12045;9;42;36
2022-12_12045;11;;25
2023-1_12045;3;;22
2023-2_12045;3;;19
2023-3_12045;3;24;40
2023-4_12045;4;;36
2023-5_12045;5;;31
2023-6_12045;6;36;61
2023-7_12045;7;;54
2023-8_12045;6;;48
2023-9_12045;8;;40
2023-10_12045;6;;34
2022-10_13074;4;;4
2022-11_13074;8;42;38
2022-12_13074;9;;29
2023-1_13074;3;;26
2023-2_13074;2;;24
2023-3_13074;2;18;40
2023-4_13074;3;;37
2023-5_13074;4;;33
2023-6_13074;5;30;58
2023-7_13074;6;;52
2023-8_13074;4;;48
2023-9_13074;7;;41
2023-10_13074;5;;36
2022-10_15953;11;;8
2022-11_15953;18;78;68
2022-12_15953;23;;45
2023-1_15953;6;;39
2023-2_15953;5;;34
2023-3_15953;6;42;70
2023-4_15953;8;;62
2023-5_15953;10;;52
2023-6_15953;12;66;106
2023-7_15953;15;;91
2023-8_15953;11;;80
2023-9_15953;17;;63
2023-10_15953;13;;50
2022-10_15487;15;102;138
2022-11_15487;27;;111
2022-12_15487;35;;76
2023-1_15487;10;48;114
2023-2_15487;9;;105
2023-3_15487;9;;96
2023-4_15487;11;30;115
2023-5_15487;16;;99
2023-6_15487;19;;80
2023-7_15487;21;66;125
2023-8_15487;16;;109
2023-9_15487;26;;83
2023-10_15487;18;114;179
2022-10_15486;11;66;79
2022-11_15486;18;;61
2022-12_15486;22;;39
2023-1_15486;6;30;63
2023-2_15486;5;;58
2023-3_15486;6;;52
2023-4_15486;8;24;68
2023-5_15486;10;;58
2023-6_15486;12;;46
2023-7_15486;15;36;67
2023-8_15486;11;;56
2023-9_15486;18;;38
2023-10_15486;13;60;85
2022-10_15489;10;60;81
2022-11_15489;20;;61
2022-12_15489;22;;39
2023-1_15489;6;24;57
2023-2_15489;6;;51
2023-3_15489;5;;46
2023-4_15489;8;24;62
2023-5_15489;10;;52
2023-6_15489;13;;39
2023-7_15489;14;36;61
2023-8_15489;11;;50
2023-9_15489;17;;33
2023-10_15489;14;72;91
2022-10_16004;5;;5
2022-11_16004;10;48;43
2022-12_16004;11;;32
2023-1_16004;3;;29
2023-2_16004;2;;27
2023-3_16004;3;18;42
2023-4_16004;4;;38
2023-5_16004;5;;33
2023-6_16004;7;36;62
2023-7_16004;7;;55
2023-8_16004;6;;49
2023-9_16004;8;;41
2023-10_16004;7;;34
2022-10_13313;8;;15
2022-11_13313;15;36;36
2022-12_13313;18;;18
2023-1_13313;5;;13
2023-2_13313;4;18;27
2023-3_13313;5;;22
2023-4_13313;6;;16
2023-5_13313;8;30;38
2023-6_13313;10;;28
2023-7_13313;11;;17
2023-8_13313;9;30;38
2023-9_13313;14;;24
2023-10_13313;10;;14
2022-10_14692;6;36;45
2022-11_14692;9;;36
2022-12_14692;12;;24
2023-1_14692;3;18;39
2023-2_14692;3;;36
2023-3_14692;3;;33
2023-4_14692;4;12;41
2023-5_14692;5;;36
2023-6_14692;6;;30
2023-7_14692;7;18;41
2023-8_14692;6;;35
2023-9_14692;9;;26
2023-10_14692;7;36;55
2022-10_15845;10;;2
2022-11_15845;17;42;27
2022-12_15845;21;;6
2023-1_15845;5;;1
2023-2_15845;4;18;15
2023-3_15845;5;;10
2023-4_15845;7;;3
2023-5_15845;9;36;30
2023-6_15845;12;;18
2023-7_15845;12;;6
2023-8_15845;11;42;37
2023-9_15845;15;;22
2023-10_15845;11;;11
2022-10_15740;9;;0
2022-11_15740;14;54;40
2022-12_15740;18;;22
2023-1_15740;6;;16
2023-2_15740;4;18;30
2023-3_15740;5;;25
2023-4_15740;6;;19
2023-5_15740;8;36;47
2023-6_15740;10;;37
2023-7_15740;11;;26
2023-8_15740;9;42;59
2023-9_15740;14;;45
2023-10_15740;10;;35
2022-10_13567;15;90;114
2022-11_13567;26;;88
2022-12_13567;29;;59
2023-1_13567;7;42;94
2023-2_13567;8;;86
2023-3_13567;7;;79
2023-4_13567;10;30;99
2023-5_13567;13;;86
2023-6_13567;16;;70
2023-7_13567;18;42;94
2023-8_13567;15;;79
2023-9_13567;22;;57
2023-10_13567;17;108;148
2022-10_15229;8;;10
2022-11_15229;15;60;55
2022-12_15229;18;;37
2023-1_15229;5;;32
2023-2_15229;4;;28
2023-3_15229;4;30;54
2023-4_15229;7;;47
2023-5_15229;8;;39
2023-6_15229;11;60;88
2023-7_15229;12;;76
2023-8_15229;9;;67
2023-9_15229;13;;54
2023-10_15229;10;;44
2022-10_14930;12;90;109
2022-11_14930;23;;86
2022-12_14930;29;;57
2023-1_14930;8;48;97
2023-2_14930;8;;89
2023-3_14930;8;;81
2023-4_14930;9;36;108
2023-5_14930;13;;95
2023-6_14930;15;;80
2023-7_14930;18;42;104
2023-8_14930;13;;91
2023-9_14930;19;;72
2023-10_14930;15;90;147
2022-10_16005;7;48;41
2022-11_16005;13;;28
2022-12_16005;16;;12
2023-1_16005;4;18;26
2023-2_16005;4;;22
2023-3_16005;4;;18
2023-4_16005;6;18;30
2023-5_16005;7;;23
2023-6_16005;9;;14
2023-7_16005;10;24;28
2023-8_16005;8;;20
2023-9_16005;12;;8
2023-10_16005;10;48;46
2022-10_14955;9;54;70
2022-11_14955;16;;54
2022-12_14955;20;;34
2023-1_14955;5;24;53
2023-2_14955;6;;47
2023-3_14955;5;;42
2023-4_14955;7;18;53
2023-5_14955;8;;45
2023-6_14955;12;;33
2023-7_14955;13;42;62
2023-8_14955;11;;51
2023-9_14955;15;;36
2023-10_14955;11;60;85
2022-10_11277;10;;12
2022-11_11277;17;60;55
2022-12_11277;21;;34
2023-1_11277;6;;28
2023-2_11277;5;18;41
2023-3_11277;6;;35
2023-4_11277;7;;28
2023-5_11277;10;42;60
2023-6_11277;12;;48
2023-7_11277;12;;36
2023-8_11277;10;48;74
2023-9_11277;14;;60
2023-10_11277;12;;48
2022-10_16255;16;108;146
2022-11_16255;30;;116
2022-12_16255;36;;80
2023-1_16255;9;48;119
2023-2_16255;10;;109
2023-3_16255;10;;99
2023-4_16255;12;30;117
2023-5_16255;15;;102
2023-6_16255;21;;81
2023-7_16255;23;66;124
2023-8_16255;18;;106
2023-9_16255;27;;79
2023-10_16255;20;120;179
2022-10_15399;12;78;100
2022-11_15399;20;;80
2022-12_15399;25;;55
2023-1_15399;8;42;89
2023-2_15399;5;;84
2023-3_15399;6;;78
2023-4_15399;9;24;93
2023-5_15399;12;;81
2023-6_15399;14;;67
2023-7_15399;14;48;101
2023-8_15399;12;;89
2023-9_15399;18;;71
2023-10_15399;15;84;140
2022-10_16239;16;;27
2022-11_16239;30;120;117
2022-12_16239;36;;81
2023-1_16239;9;;72
2023-2_16239;10;;62
2023-3_16239;11;66;117
2023-4_16239;11;;106
2023-5_16239;15;;91
2023-6_16239;20;108;179
2023-7_16239;21;;158
2023-8_16239;18;;140
2023-9_16239;24;;116
2023-10_16239;21;;95
2022-10_15575;11;;23
2022-11_15575;21;102;104
2022-12_15575;25;;79
2023-1_15575;6;;73
2023-2_15575;6;;67
2023-3_15575;7;48;108
2023-4_15575;10;;98
2023-5_15575;11;;87
2023-6_15575;14;84;157
2023-7_15575;15;;142
2023-8_15575;13;;129
2023-9_15575;19;;110
2023-10_15575;14;;96
2022-10_14451;11;;17
2022-11_14451;18;78;77
2022-12_14451;24;;53
2023-1_14451;6;;47
2023-2_14451;5;;42
